query,item_id,item_url,title,authors,certificate_or_type,journal_name,journal_url,issue,issue_url
geoai,72382012,https://elibrary.ru/item.asp?id=72382012,GEOAI IN TERRAIN ANALYSIS: ENABLING MULTI-SOURCE DEEP LEARNING AND DATA FUSION FOR NATURAL FEATURE DETECTION,"Wang S., Li W.","67 Computers, Environment and Urban Systems . 2021. Т. 90. С. 101715.","Computers, Environment and Urban Systems",https://elibrary.ru/contents.asp?id=46959166,,
geoai,74210045,https://elibrary.ru/item.asp?id=74210045,GEOAI FOR DETECTION OF SOLAR PHOTOVOLTAIC INSTALLATIONS IN THE NETHERLANDS,"Kausika B.B., Nijmeijer D., Reimerink I., Brouwer P., Liem V.",68 Energy and AI . 2021. Т. 6. С. 100111.,Energy and AI,https://elibrary.ru/contents.asp?id=46946229,,
geoai,74224888,https://elibrary.ru/item.asp?id=74224888,KNOWLEDGE-DRIVEN GEOAI: INTEGRATING SPATIAL KNOWLEDGE INTO MULTI-SCALE DEEP LEARNING FOR MARS CRATER DETECTION,"Hsu Ch.Yu., Li W., Wang S.",69 Remote Sensing . 2021. Т. 13. № 11 . С. 2116.,Remote Sensing,https://elibrary.ru/contents.asp?id=46779053,№ 11,https://elibrary.ru/contents.asp?id=46779053&selid=74224888
geoai,74274908,https://elibrary.ru/item.asp?id=74274908,GEOAI AT ACM SIGSPATIAL,"Lunga D., Hu Y., Newsam Sh., Gao S., Martins B., Yang L., Deng X.",70 SIGSPATIAL Special . 2021. Т. 13. № 3 . С. 21-32.,SIGSPATIAL Special,https://elibrary.ru/contents.asp?id=73112817,№ 3,https://elibrary.ru/contents.asp?id=73112817&selid=74274908
geoai,74373627,https://elibrary.ru/item.asp?id=74373627,VISUALIZATION OF EXPLAINABLE ARTIFICIAL INTELLIGENCE FOR GEOAI,Roussel C.,71 Frontiers in Computer Science . 2024. Т. 6.,Frontiers in Computer Science,https://elibrary.ru/contents.asp?id=65781769,,
geoai,78274651,https://elibrary.ru/item.asp?id=78274651,GEOAI: WHERE MACHINE LEARNING AND BIG DATA CONVERGE IN GISCIENCE,Li W.,72 Journal of Spatial Information Science . 2020. № 20 .,Journal of Spatial Information Science,https://elibrary.ru/contents.asp?id=76114303,№ 20,https://elibrary.ru/contents.asp?id=76114303&selid=78274651
geoai,78692352,https://elibrary.ru/item.asp?id=78692352,GEOAI 2019 WORKSHOP REPORT: THE 3ND ACM SIGSPATIAL INTERNATIONAL WORKSHOP ON GEOAI: AI FOR GEOGRAPHIC KNOWLEDGE DISCOVERY,"Gao S., Newsam Sh., Zhao L., Lunga D., Hu Y., Martins B., Zhou X., Chen F.",73 SIGSPATIAL Special . 2020. Т. 11. № 3 . С. 23-24.,SIGSPATIAL Special,https://elibrary.ru/contents.asp?id=76283307,№ 3,https://elibrary.ru/contents.asp?id=76283307&selid=78692352
geoai,78738485,https://elibrary.ru/item.asp?id=78738485,GEOAI: A MODEL-AGNOSTIC META-ENSEMBLE ZERO-SHOT LEARNING METHOD FOR HYPERSPECTRAL IMAGE ANALYSIS AND CLASSIFICATION,"Demertzis K., Iliadis L.",74 Algorithms . 2020. Т. 13. № 3 . С. 61.,Algorithms,https://elibrary.ru/contents.asp?id=43534327,№ 3,https://elibrary.ru/contents.asp?id=43534327&selid=78738485
geoai,74010147,https://elibrary.ru/item.asp?id=74010147,MAPPING TOMORROW’S CITIES: GEOAI STRATEGIES FOR SUSTAINABLE URBAN PLANNING AND LAND USE OPTIMIZATION,"Aidaoui A., Dechaicha A., Alkama D., Menai I., Salah Salah H.",75 Journal of Contemporary Urban Affairs . 2024. Т. 8. № 1 . С. 158-176.,Journal of Contemporary Urban Affairs,https://elibrary.ru/contents.asp?id=65793525,№ 1,https://elibrary.ru/contents.asp?id=65793525&selid=74010147
geoai,79286135,https://elibrary.ru/item.asp?id=79286135,A CASE STUDY: MAKING DECISIONS FOR SUSTAINABLE UNIVERSITY CAMPUS PLANNING USING GEOAI,"Kumaş E., Aslan D.",76 International Journal of Engineering and Geoscience . 2024.,International Journal of Engineering and Geoscience,https://elibrary.ru/contents.asp?id=54870239,,
geoai,79380246,https://elibrary.ru/item.asp?id=79380246,RESEARCH ON THE USE OF ARTIFICIAL INTELLIGENCE (GEOAI) FOR TASKS OF TOPOGRAPHIC MAPPING,Lazorenko N.,77 Spatial development . 2024. № 8 . С. 430-443.,Spatial development,https://elibrary.ru/contents.asp?id=78987505,№ 8,https://elibrary.ru/contents.asp?id=78987505&selid=79380246
geoai,79670559,https://elibrary.ru/item.asp?id=79670559,RESEARCH ON GEOSPATIAL TECHNOLOGY OPTIMIZATION BASED ON GEOAI MULTI-OBJECTIVE OPTIMIZATION,"Zhu Li., Li Sh., Zhou Qi., Liu Ju., Tian J.",78 Environmental Earth Sciences . 2024. Т. 83. № 24 . С. 675.,Environmental Earth Sciences,https://elibrary.ru/contents.asp?id=79313792,№ 24,https://elibrary.ru/contents.asp?id=79313792&selid=79670559
geoai,80077402,https://elibrary.ru/item.asp?id=80077402,.EXPLORING ROLE OF GEOAI IN URBAN GOVERNANCE TOWARDS SUPPORTING SUSTAINABLE DEVELOPMENT,"Nassar E., G. Elgazouly H., M. Elnaggar A., M. Ayyad S.",79 المجلة المصرية للتنمية والتخطيط . 2024. Т. 32. № 4 . С. 101-118.,المجلة المصرية للتنمية والتخطيط,https://elibrary.ru/contents.asp?id=80075928,№ 4,https://elibrary.ru/contents.asp?id=80075928&selid=80077402
geoai,83286732,https://elibrary.ru/item.asp?id=83286732,AUTOMATIC IDENTIFICATION OF POTENTIAL RENEWAL AREAS IN URBAN RESIDENTIAL DISTRICTS USING REMOTE SENSING DATA AND GEOAI,"Li W., Wang H., Wang X., Tu T.",80 IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing . 2025. Т. 18. С. 8523-8535.,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,https://elibrary.ru/contents.asp?id=78941434,,
geoai,83328467,https://elibrary.ru/item.asp?id=83328467,CORRECTION: RESEARCH ON GEOSPATIAL TECHNOLOGY OPTIMIZATION BASED ON GEOAI MULTI-OBJECTIVE OPTIMIZATION,"Zhu Li., Li Sh., Zhou Qi., Liu Ju., Tian J.",81 Environmental Earth Sciences . 2025. Т. 84. № 7 . С. 177.,Environmental Earth Sciences,https://elibrary.ru/contents.asp?id=83308005,№ 7,https://elibrary.ru/contents.asp?id=83308005&selid=83328467
geoai,83332564,https://elibrary.ru/item.asp?id=83332564,GEOAI DATASET FOR INDUSTRIAL PARK SEGMENTATION FROM SENTINEL-2 SATELLITE IMAGERY AND GEMS,"Gong S.H., Jung H.S., Kim G.H., Han G.H., Choi Il.H., Hong J.S.",82 Geo Data . 2025. Т. 7. № 1 . С. 36-44.,Geo Data,https://elibrary.ru/contents.asp?id=83277293,№ 1,https://elibrary.ru/contents.asp?id=83277293&selid=83332564
geoai,83880364,https://elibrary.ru/item.asp?id=83880364,GEOGRAPHY FOR AI SUSTAINABILITY AND SUSTAINABILITY FOR GEOAI,"Shi M., Janowicz K., Verstegen Ju., Currier K., Wiedemann N., Mai G., Majic I., Liu Z., Zhu R.",83 Cartography and Geographic Information Science . 2025. Т. 52. № 4 . С. 331-349.,Cartography and Geographic Information Science,https://elibrary.ru/contents.asp?id=83880363,№ 4,https://elibrary.ru/contents.asp?id=83880363&selid=83880364
geoai,83925705,https://elibrary.ru/item.asp?id=83925705,GUARD: GEOAI-BASED URBAN ANALYTICS FOR RISK DETECTION,"Choi H., Son Ja.S., Chang Y.",84 Journal of the Korean Urban Geographical Society . 2025. Т. 28. № 1 . С. 35-44.,Journal of the Korean Urban Geographical Society,https://elibrary.ru/contents.asp?id=83900696,№ 1,https://elibrary.ru/contents.asp?id=83900696&selid=83925705
geoai,84435682,https://elibrary.ru/item.asp?id=84435682,ERRATUM TO: GEOAI DATASET FOR INDUSTRIAL PARK SEGMENTATION FROM SENTINEL-2 SATELLITE IMAGERY AND GEMS,"Gong S.H., Jung H.S., Kim G.H., Han G.H., Choi Il.H., Hong J.S.",85 Geo Data . 2025. Т. 7. № 2 . С. 120-121.,Geo Data,https://elibrary.ru/contents.asp?id=84435681,№ 2,https://elibrary.ru/contents.asp?id=84435681&selid=84435682
geoai,84435723,https://elibrary.ru/item.asp?id=84435723,ERRATUM TO: GEOAI DATASET FOR URBANIZED AREA SEGMENTATION FROM LANDSAT 8/9 SATELLITE IMAGERY AND GEMS,"Gong S.H., Jung H.S., Kim G.H., Han G.H., Choi Il.H., Hong J.S.",86 Geo Data . 2025. Т. 7. № 2 . С. 118-119.,Geo Data,https://elibrary.ru/contents.asp?id=84435681,№ 2,https://elibrary.ru/contents.asp?id=84435681&selid=84435723
geoai,84519961,https://elibrary.ru/item.asp?id=84519961,GEOAI-BASED DRAINAGE CROSSING DETECTION FOR ELEVATION-DERIVED HYDROGRAPHIC MAPPING,"Edidem M., Li R., Wu Di., Rekabdar B., Wang G.",87 Environmental Modelling & Software . 2025. Т. 186. С. 106338.,Environmental Modelling & Software,https://elibrary.ru/contents.asp?id=84103544,,
geoai,84576997,https://elibrary.ru/item.asp?id=84576997,DEEPMAPPER: A GEOAI APPROACH TO AUTOMATE THE VGI MAPPING WORKFLOW,DEEPMAPPER:,88 IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing . 2025. Т. 18. С. 16162-16175.,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,https://elibrary.ru/contents.asp?id=78941434,,
geoai,84661427,https://elibrary.ru/item.asp?id=84661427,A MULTISCALE VISION TRANSFORMER-BASED MULTIMODAL GEOAI MODEL FOR MAPPING ARCTIC PERMAFROST THAW,"Li W., Hsu Ch.Yu., Wang S., Gu Zh., Yang Y., Rogers B.M., Liljedahl A.",89 IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing . 2025. Т. 18. С. 12209-12223.,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,https://elibrary.ru/contents.asp?id=78941434,,
geoai,84837364,https://elibrary.ru/item.asp?id=84837364,BREATHE: A GEOAI-POWERED AIR QUALITY MONITORING AND FORECASTING SYSTEM FOR URBAN SUSTAINABILITY,"Adduri S.D., Ali T.","90 The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences . 2025. Т. XLVIII-G-2025. С. 39-46.","The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",https://elibrary.ru/contents.asp?id=84783273,,
geoai,84985561,https://elibrary.ru/item.asp?id=84985561,ENGAGING STUDENTS IN LEARNING GEOGRAPHY AS A MULTIDISCIPLINARY SUBJECT THROUGH GEOAI,"Baviskar S., Borase S.",91 International Journal on Science and Technology . 2025. Т. 16. № 3 . С. 7422.,International Journal on Science and Technology,https://elibrary.ru/contents.asp?id=84568932,№ 3,https://elibrary.ru/contents.asp?id=84568932&selid=84985561
geoai,85115337,https://elibrary.ru/item.asp?id=85115337,GEOFM: HOW WILL GEO-FOUNDATION MODELS RESHAPE SPATIAL DATA SCIENCE AND GEOAI?,"Janowicz K., Mai G., Huang W., Zhu R., Lao Ni., Cai L.",92 International Journal of Geographical Information Science . 2025. Т. 39. № 9 . С. 1849-1865.,International Journal of Geographical Information Science,https://elibrary.ru/contents.asp?id=85115336,№ 9,https://elibrary.ru/contents.asp?id=85115336&selid=85115337
geoai,85322182,https://elibrary.ru/item.asp?id=85322182,GEOAI AT THE FOREFRONT OF CLIMATE ACTION: MAPPING MITIGATION AND ADAPTATION WITH ARTIFICIAL INTELLIGENCE,"Ohaka amarachi mavisclara, Jeffery Omozokpia Esekie, Temitope Olufunmi Atoyebi, Prayer Erumusele ATUMAH, Oluwatoyin Olawale Akadiri, Rildwan Adekunle JIMOH, Isiaka oshobugie ibrahim",93 Global Journal of Engineering and Technology Advances . 2025. Т. 24. № 2 . С. 217-234.,Global Journal of Engineering and Technology Advances,https://elibrary.ru/contents.asp?id=84910470,№ 2,https://elibrary.ru/contents.asp?id=84910470&selid=85322182
geoai,85341833,https://elibrary.ru/item.asp?id=85341833,"A NOVEL FRAMEWORK INTEGRATING GEOAI AND HUMAN PERCEPTIONS TO ESTIMATE WALKABILITY IN WUHAN, CHINA","Yang X., Li T., Cao Ya., Zheng X., Tang L.",94 Scientific Reports . 2025. Т. 15. № 1 . С. 25377.,Scientific Reports,https://elibrary.ru/contents.asp?id=80240857,№ 1,https://elibrary.ru/contents.asp?id=80240857&selid=85341833
geoai,85402648,https://elibrary.ru/item.asp?id=85402648,GEOAI ENABLED URBAN COMPUTING: STATUS AND CHALLENGES,"Lu F., Cheng Sh., Wang P.",95 Annals of GIS . 2025. Т. 31. № 4 . С. 537-555.,Annals of GIS,https://elibrary.ru/contents.asp?id=84367649,№ 4,https://elibrary.ru/contents.asp?id=84367649&selid=85402648
geoai,84761019,https://elibrary.ru/item.asp?id=84761019,WHEN MACHINE LEARNING MEETS GEOSPATIAL DATA: A COMPREHENSIVE GEOAI REVIEW,"Boutayeb A., Lahsen-Cherif I., Khadimi A.El.",96 IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing . 2025. Т. 18. С. 13135-13191.,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,https://elibrary.ru/contents.asp?id=78941434,,
geoai,85688680,https://elibrary.ru/item.asp?id=85688680,THE EFFECTIVENESS OF PJBL-STEAM USING GEOAI MEDIA: JUNIOR HIGH SCHOOL STUDENTS' CREATIVE THINKING SKILLS,"Ajeng A., Rinto R., Fatnah N.",97 Indonesian Journal of Research and Educational Review . 2025. Т. 4. № 4 . С. 1308-1322.,Indonesian Journal of Research and Educational Review,https://elibrary.ru/contents.asp?id=85283790,№ 4,https://elibrary.ru/contents.asp?id=85283790&selid=85688680
geoai,85760325,https://elibrary.ru/item.asp?id=85760325,HARNESSING GEOSPATIAL ARTIFICIAL INTELLIGENCE (GEOAI) FOR ENVIRONMENTAL EPIDEMIOLOGY: A NARRATIVE REVIEW,"Iyer H.S., Karasaki S., Yi Li., Hswen Yu., James P., VoPham T.",98 Current Environmental Health Reports . 2025. Т. 12. № 1 . С. 34.,Current Environmental Health Reports,https://elibrary.ru/contents.asp?id=79719144,№ 1,https://elibrary.ru/contents.asp?id=79719144&selid=85760325
